instant,dteday,hr,casual,registered,cnt,season_desc,year,month,weekday_desc,weather_desc,temp_actual,atemp_actual,hum_actual,windspeed_actual,workingday_desc,holiday_desc
14087,2012-08-15,3,1,10,11,Fall,2012,Aug,Wed,Clear/Few clouds,27.060000000000002,31.06,74.0,7.0015,Working Day,Not Holiday
14088,2012-08-15,4,0,4,4,Fall,2012,Aug,Wed,Clear/Few clouds,26.240000000000002,28.79,83.0,7.0015,Working Day,Not Holiday
14089,2012-08-15,5,4,35,39,Fall,2012,Aug,Wed,Clear/Few clouds,26.240000000000002,29.544999999999998,78.0,7.0015,Working Day,Not Holiday
14090,2012-08-15,6,12,160,172,Fall,2012,Aug,Wed,Clear/Few clouds,26.240000000000002,29.544999999999998,78.0,7.0015,Working Day,Not Holiday
14091,2012-08-15,7,25,467,492,Fall,2012,Aug,Wed,Mist/Cloudy,27.060000000000002,31.06,69.0,12.998000000000001,Working Day,Not Holiday
14092,2012-08-15,8,40,642,682,Fall,2012,Aug,Wed,Mist/Cloudy,28.7,32.574999999999996,65.0,19.0012,Working Day,Not Holiday
14093,2012-08-15,9,57,310,367,Fall,2012,Aug,Wed,Mist/Cloudy,29.52,34.089999999999996,62.0,12.998000000000001,Working Day,Not Holiday
14094,2012-08-15,10,70,163,233,Fall,2012,Aug,Wed,Mist/Cloudy,29.52,34.089999999999996,62.0,12.998000000000001,Working Day,Not Holiday
14095,2012-08-15,11,80,155,235,Fall,2012,Aug,Wed,Mist/Cloudy,30.34,34.089999999999996,57.99999999999999,12.998000000000001,Working Day,Not Holiday
14096,2012-08-15,12,77,230,307,Fall,2012,Aug,Wed,Clear/Few clouds,30.34,34.089999999999996,55.00000000000001,15.001299999999999,Working Day,Not Holiday
14097,2012-08-15,13,88,206,294,Fall,2012,Aug,Wed,Mist/Cloudy,31.98,35.605,49.0,12.998000000000001,Working Day,Not Holiday
14098,2012-08-15,14,94,161,255,Fall,2012,Aug,Wed,Mist/Cloudy,31.16,34.849999999999994,52.0,19.999499999999998,Working Day,Not Holiday
14099,2012-08-15,15,70,196,266,Fall,2012,Aug,Wed,Clear/Few clouds,31.16,34.849999999999994,52.0,16.997899999999998,Working Day,Not Holiday
14100,2012-08-15,16,91,340,431,Fall,2012,Aug,Wed,Clear/Few clouds,31.16,34.089999999999996,48.0,12.998000000000001,Working Day,Not Holiday
14101,2012-08-15,17,102,749,851,Fall,2012,Aug,Wed,Clear/Few clouds,30.34,34.089999999999996,55.00000000000001,19.0012,Working Day,Not Holiday
14102,2012-08-15,18,80,768,848,Fall,2012,Aug,Wed,Clear/Few clouds,30.34,33.335,51.0,15.001299999999999,Working Day,Not Holiday
14103,2012-08-15,19,124,525,649,Fall,2012,Aug,Wed,Clear/Few clouds,28.7,32.574999999999996,61.0,8.9981,Working Day,Not Holiday
14104,2012-08-15,20,72,355,427,Fall,2012,Aug,Wed,Clear/Few clouds,28.7,32.574999999999996,61.0,8.9981,Working Day,Not Holiday
14105,2012-08-15,21,49,266,315,Fall,2012,Aug,Wed,Clear/Few clouds,28.7,32.574999999999996,61.0,12.998000000000001,Working Day,Not Holiday
14106,2012-08-15,22,29,197,226,Fall,2012,Aug,Wed,Clear/Few clouds,28.7,32.574999999999996,61.0,11.0014,Working Day,Not Holiday
14107,2012-08-15,23,18,120,138,Fall,2012,Aug,Wed,Clear/Few clouds,27.880000000000003,31.819999999999997,65.0,7.0015,Working Day,Not Holiday
14108,2012-08-16,0,13,63,76,Fall,2012,Aug,Thu,Clear/Few clouds,27.060000000000002,31.06,69.0,0.0,Working Day,Not Holiday
14109,2012-08-16,1,3,18,21,Fall,2012,Aug,Thu,Clear/Few clouds,26.240000000000002,30.305,73.0,0.0,Working Day,Not Holiday
14110,2012-08-16,2,0,15,15,Fall,2012,Aug,Thu,Clear/Few clouds,26.240000000000002,30.305,69.0,12.998000000000001,Working Day,Not Holiday
14111,2012-08-16,3,0,4,4,Fall,2012,Aug,Thu,Clear/Few clouds,25.419999999999998,29.544999999999998,73.0,16.997899999999998,Working Day,Not Holiday
14112,2012-08-16,4,2,3,5,Fall,2012,Aug,Thu,Clear/Few clouds,25.419999999999998,29.544999999999998,73.0,15.001299999999999,Working Day,Not Holiday
14113,2012-08-16,5,7,30,37,Fall,2012,Aug,Thu,Clear/Few clouds,24.599999999999998,28.79,78.0,11.0014,Working Day,Not Holiday
14114,2012-08-16,6,3,162,165,Fall,2012,Aug,Thu,Clear/Few clouds,24.599999999999998,28.79,78.0,11.0014,Working Day,Not Holiday
14115,2012-08-16,7,16,448,464,Fall,2012,Aug,Thu,Clear/Few clouds,26.240000000000002,30.305,69.0,15.001299999999999,Working Day,Not Holiday
14116,2012-08-16,8,33,649,682,Fall,2012,Aug,Thu,Clear/Few clouds,27.880000000000003,31.819999999999997,61.0,12.998000000000001,Working Day,Not Holiday
14117,2012-08-16,9,41,296,337,Fall,2012,Aug,Thu,Clear/Few clouds,29.52,33.335,54.0,7.0015,Working Day,Not Holiday
14118,2012-08-16,10,78,121,199,Fall,2012,Aug,Thu,Clear/Few clouds,30.34,33.335,48.0,8.9981,Working Day,Not Holiday
14119,2012-08-16,11,83,191,274,Fall,2012,Aug,Thu,Clear/Few clouds,31.16,33.335,37.0,6.0032,Working Day,Not Holiday
14120,2012-08-16,12,96,247,343,Fall,2012,Aug,Thu,Clear/Few clouds,32.800000000000004,34.849999999999994,33.0,7.0015,Working Day,Not Holiday
14121,2012-08-16,13,81,219,300,Fall,2012,Aug,Thu,Clear/Few clouds,32.800000000000004,34.849999999999994,31.0,15.001299999999999,Working Day,Not Holiday
14122,2012-08-16,14,72,176,248,Fall,2012,Aug,Thu,Clear/Few clouds,33.62,35.605,32.0,0.0,Working Day,Not Holiday
14123,2012-08-16,15,63,197,260,Fall,2012,Aug,Thu,Clear/Few clouds,32.800000000000004,34.849999999999994,33.0,16.997899999999998,Working Day,Not Holiday
14124,2012-08-16,16,79,340,419,Fall,2012,Aug,Thu,Clear/Few clouds,33.62,35.605,32.0,15.001299999999999,Working Day,Not Holiday
14125,2012-08-16,17,130,767,897,Fall,2012,Aug,Thu,Clear/Few clouds,33.62,36.364999999999995,34.0,12.998000000000001,Working Day,Not Holiday
14126,2012-08-16,18,109,723,832,Fall,2012,Aug,Thu,Clear/Few clouds,32.800000000000004,35.605,36.0,0.0,Working Day,Not Holiday
14127,2012-08-16,19,119,558,677,Fall,2012,Aug,Thu,Clear/Few clouds,31.16,34.089999999999996,40.0,7.0015,Working Day,Not Holiday
14128,2012-08-16,20,100,414,514,Fall,2012,Aug,Thu,Clear/Few clouds,31.16,34.089999999999996,40.0,6.0032,Working Day,Not Holiday
14129,2012-08-16,21,83,273,356,Fall,2012,Aug,Thu,Clear/Few clouds,30.34,33.335,48.0,12.998000000000001,Working Day,Not Holiday
14130,2012-08-16,22,69,185,254,Fall,2012,Aug,Thu,Clear/Few clouds,29.52,33.335,51.0,11.0014,Working Day,Not Holiday
14131,2012-08-16,23,58,168,226,Fall,2012,Aug,Thu,Clear/Few clouds,28.7,32.574999999999996,54.0,7.0015,Working Day,Not Holiday
14132,2012-08-17,0,21,67,88,Fall,2012,Aug,Fri,Clear/Few clouds,27.880000000000003,12.120000000000001,56.99999999999999,11.0014,Working Day,Not Holiday
14133,2012-08-17,1,16,38,54,Fall,2012,Aug,Fri,Clear/Few clouds,27.060000000000002,12.120000000000001,65.0,7.0015,Working Day,Not Holiday
14134,2012-08-17,2,4,15,19,Fall,2012,Aug,Fri,Clear/Few clouds,27.060000000000002,12.120000000000001,61.0,8.9981,Working Day,Not Holiday
14135,2012-08-17,3,0,6,6,Fall,2012,Aug,Fri,Clear/Few clouds,26.240000000000002,12.120000000000001,65.0,7.0015,Working Day,Not Holiday
14136,2012-08-17,4,0,9,9,Fall,2012,Aug,Fri,Clear/Few clouds,26.240000000000002,12.120000000000001,73.0,11.0014,Working Day,Not Holiday
14137,2012-08-17,5,2,34,36,Fall,2012,Aug,Fri,Clear/Few clouds,26.240000000000002,12.120000000000001,73.0,7.0015,Working Day,Not Holiday
14138,2012-08-17,6,6,151,157,Fall,2012,Aug,Fri,Clear/Few clouds,25.419999999999998,12.120000000000001,78.0,8.9981,Working Day,Not Holiday
14139,2012-08-17,7,11,368,379,Fall,2012,Aug,Fri,Clear/Few clouds,26.240000000000002,12.120000000000001,73.0,7.0015,Working Day,Not Holiday
14140,2012-08-17,8,43,625,668,Fall,2012,Aug,Fri,Clear/Few clouds,27.880000000000003,12.120000000000001,65.0,8.9981,Working Day,Not Holiday
14141,2012-08-17,9,58,320,378,Fall,2012,Aug,Fri,Clear/Few clouds,28.7,12.120000000000001,57.99999999999999,7.0015,Working Day,Not Holiday
14142,2012-08-17,10,82,149,231,Fall,2012,Aug,Fri,Clear/Few clouds,30.34,12.120000000000001,55.00000000000001,11.0014,Working Day,Not Holiday
14143,2012-08-17,11,98,205,303,Fall,2012,Aug,Fri,Clear/Few clouds,31.16,12.120000000000001,52.0,19.0012,Working Day,Not Holiday
14144,2012-08-17,12,110,255,365,Fall,2012,Aug,Fri,Clear/Few clouds,33.62,12.120000000000001,41.0,15.001299999999999,Working Day,Not Holiday
14145,2012-08-17,13,103,254,357,Fall,2012,Aug,Fri,Clear/Few clouds,34.44,12.120000000000001,36.0,26.0027,Working Day,Not Holiday
14146,2012-08-17,14,128,200,328,Fall,2012,Aug,Fri,Clear/Few clouds,35.26,12.120000000000001,34.0,27.999299999999998,Working Day,Not Holiday
14147,2012-08-17,15,127,256,383,Fall,2012,Aug,Fri,Clear/Few clouds,35.26,12.120000000000001,30.0,31.0009,Working Day,Not Holiday
14148,2012-08-17,16,116,372,488,Fall,2012,Aug,Fri,Mist/Cloudy,34.44,12.120000000000001,32.0,30.002599999999997,Working Day,Not Holiday
14149,2012-08-17,17,144,647,791,Fall,2012,Aug,Fri,Clear/Few clouds,33.62,12.120000000000001,36.0,22.0028,Working Day,Not Holiday
14150,2012-08-17,18,108,561,669,Fall,2012,Aug,Fri,Mist/Cloudy,33.62,12.120000000000001,38.0,16.997899999999998,Working Day,Not Holiday
14151,2012-08-17,19,88,403,491,Fall,2012,Aug,Fri,Mist/Cloudy,30.34,12.120000000000001,55.00000000000001,26.0027,Working Day,Not Holiday
14152,2012-08-17,20,97,262,359,Fall,2012,Aug,Fri,Mist/Cloudy,29.52,12.120000000000001,57.99999999999999,15.001299999999999,Working Day,Not Holiday
14153,2012-08-17,21,57,198,255,Fall,2012,Aug,Fri,Mist/Cloudy,27.880000000000003,12.120000000000001,69.0,19.999499999999998,Working Day,Not Holiday
14154,2012-08-17,22,43,170,213,Fall,2012,Aug,Fri,Light Rain/Snow,27.060000000000002,12.120000000000001,83.0,12.998000000000001,Working Day,Not Holiday
14155,2012-08-17,23,21,100,121,Fall,2012,Aug,Fri,Light Rain/Snow,26.240000000000002,12.120000000000001,83.0,15.001299999999999,Working Day,Not Holiday
14156,2012-08-18,0,6,99,105,Fall,2012,Aug,Sat,Mist/Cloudy,26.240000000000002,28.79,83.0,15.001299999999999,Not Working Day,Not Holiday
14157,2012-08-18,1,14,78,92,Fall,2012,Aug,Sat,Light Rain/Snow,25.419999999999998,27.275,94.0,11.0014,Not Working Day,Not Holiday
14158,2012-08-18,2,4,39,43,Fall,2012,Aug,Sat,Light Rain/Snow,25.419999999999998,28.03,88.0,11.0014,Not Working Day,Not Holiday
14159,2012-08-18,3,7,23,30,Fall,2012,Aug,Sat,Clear/Few clouds,25.419999999999998,28.03,88.0,12.998000000000001,Not Working Day,Not Holiday
14160,2012-08-18,4,5,8,13,Fall,2012,Aug,Sat,Clear/Few clouds,25.419999999999998,29.544999999999998,73.0,15.001299999999999,Not Working Day,Not Holiday
14161,2012-08-18,5,2,7,9,Fall,2012,Aug,Sat,Clear/Few clouds,24.599999999999998,28.79,78.0,16.997899999999998,Not Working Day,Not Holiday
14162,2012-08-18,6,4,23,27,Fall,2012,Aug,Sat,Clear/Few clouds,24.599999999999998,28.03,83.0,15.001299999999999,Not Working Day,Not Holiday
14163,2012-08-18,7,12,52,64,Fall,2012,Aug,Sat,Clear/Few clouds,24.599999999999998,28.03,83.0,15.001299999999999,Not Working Day,Not Holiday
14164,2012-08-18,8,28,161,189,Fall,2012,Aug,Sat,Clear/Few clouds,26.240000000000002,30.305,69.0,16.997899999999998,Not Working Day,Not Holiday
14165,2012-08-18,9,81,211,292,Fall,2012,Aug,Sat,Clear/Few clouds,27.060000000000002,31.06,65.0,19.0012,Not Working Day,Not Holiday
14166,2012-08-18,10,166,314,480,Fall,2012,Aug,Sat,Clear/Few clouds,28.7,32.574999999999996,54.0,11.0014,Not Working Day,Not Holiday
14167,2012-08-18,11,180,356,536,Fall,2012,Aug,Sat,Clear/Few clouds,29.52,33.335,51.0,0.0,Not Working Day,Not Holiday
14168,2012-08-18,12,266,388,654,Fall,2012,Aug,Sat,Clear/Few clouds,31.16,33.335,37.0,12.998000000000001,Not Working Day,Not Holiday
14169,2012-08-18,13,289,355,644,Fall,2012,Aug,Sat,Clear/Few clouds,30.34,32.574999999999996,40.0,12.998000000000001,Not Working Day,Not Holiday
14170,2012-08-18,14,242,356,598,Fall,2012,Aug,Sat,Clear/Few clouds,31.16,33.335,37.0,19.0012,Not Working Day,Not Holiday
14171,2012-08-18,15,250,346,596,Fall,2012,Aug,Sat,Clear/Few clouds,31.16,33.335,37.0,15.001299999999999,Not Working Day,Not Holiday
14172,2012-08-18,16,287,354,641,Fall,2012,Aug,Sat,Clear/Few clouds,31.16,33.335,37.0,16.997899999999998,Not Working Day,Not Holiday
14173,2012-08-18,17,256,379,635,Fall,2012,Aug,Sat,Clear/Few clouds,31.16,33.335,37.0,15.001299999999999,Not Working Day,Not Holiday
14174,2012-08-18,18,225,329,554,Fall,2012,Aug,Sat,Clear/Few clouds,30.34,32.574999999999996,37.0,11.0014,Not Working Day,Not Holiday
14175,2012-08-18,19,164,324,488,Fall,2012,Aug,Sat,Clear/Few clouds,28.7,31.819999999999997,45.0,11.0014,Not Working Day,Not Holiday
14176,2012-08-18,20,99,242,341,Fall,2012,Aug,Sat,Clear/Few clouds,28.7,31.819999999999997,45.0,7.0015,Not Working Day,Not Holiday
14177,2012-08-18,21,90,248,338,Fall,2012,Aug,Sat,Clear/Few clouds,27.060000000000002,31.06,61.0,0.0,Not Working Day,Not Holiday
14178,2012-08-18,22,90,171,261,Fall,2012,Aug,Sat,Clear/Few clouds,27.060000000000002,31.06,61.0,0.0,Not Working Day,Not Holiday
14179,2012-08-18,23,60,175,235,Fall,2012,Aug,Sat,Clear/Few clouds,26.240000000000002,30.305,65.0,6.0032,Not Working Day,Not Holiday
14180,2012-08-19,0,44,143,187,Fall,2012,Aug,Sun,Clear/Few clouds,27.060000000000002,31.06,56.99999999999999,6.0032,Not Working Day,Not Holiday
14181,2012-08-19,1,29,102,131,Fall,2012,Aug,Sun,Clear/Few clouds,26.240000000000002,30.305,65.0,0.0,Not Working Day,Not Holiday
14182,2012-08-19,2,16,103,119,Fall,2012,Aug,Sun,Mist/Cloudy,25.419999999999998,30.305,69.0,6.0032,Not Working Day,Not Holiday
14183,2012-08-19,3,21,34,55,Fall,2012,Aug,Sun,Mist/Cloudy,25.419999999999998,30.305,61.0,11.0014,Not Working Day,Not Holiday
14184,2012-08-19,4,4,22,26,Fall,2012,Aug,Sun,Mist/Cloudy,25.419999999999998,30.305,65.0,11.0014,Not Working Day,Not Holiday
14185,2012-08-19,5,3,8,11,Fall,2012,Aug,Sun,Mist/Cloudy,24.599999999999998,29.544999999999998,73.0,8.9981,Not Working Day,Not Holiday
14186,2012-08-19,6,5,15,20,Fall,2012,Aug,Sun,Mist/Cloudy,25.419999999999998,30.305,69.0,7.0015,Not Working Day,Not Holiday
14187,2012-08-19,7,12,29,41,Fall,2012,Aug,Sun,Mist/Cloudy,25.419999999999998,30.305,69.0,8.9981,Not Working Day,Not Holiday
14188,2012-08-19,8,34,90,124,Fall,2012,Aug,Sun,Mist/Cloudy,26.240000000000002,30.305,69.0,7.0015,Not Working Day,Not Holiday
14189,2012-08-19,9,86,184,270,Fall,2012,Aug,Sun,Mist/Cloudy,27.060000000000002,31.06,74.0,0.0,Not Working Day,Not Holiday
14190,2012-08-19,10,138,287,425,Fall,2012,Aug,Sun,Mist/Cloudy,27.880000000000003,31.819999999999997,69.0,0.0,Not Working Day,Not Holiday
14191,2012-08-19,11,83,189,272,Fall,2012,Aug,Sun,Light Rain/Snow,26.240000000000002,29.544999999999998,78.0,11.0014,Not Working Day,Not Holiday
14192,2012-08-19,12,112,186,298,Fall,2012,Aug,Sun,Light Rain/Snow,26.240000000000002,30.305,73.0,0.0,Not Working Day,Not Holiday
14193,2012-08-19,13,50,112,162,Fall,2012,Aug,Sun,Light Rain/Snow,26.240000000000002,28.79,83.0,8.9981,Not Working Day,Not Holiday
14194,2012-08-19,14,41,108,149,Fall,2012,Aug,Sun,Light Rain/Snow,26.240000000000002,30.305,73.0,0.0,Not Working Day,Not Holiday
14195,2012-08-19,15,89,187,276,Fall,2012,Aug,Sun,Mist/Cloudy,26.240000000000002,30.305,65.0,0.0,Not Working Day,Not Holiday
14196,2012-08-19,16,97,259,356,Fall,2012,Aug,Sun,Mist/Cloudy,27.060000000000002,31.06,65.0,0.0,Not Working Day,Not Holiday
14197,2012-08-19,17,76,267,343,Fall,2012,Aug,Sun,Mist/Cloudy,26.240000000000002,29.544999999999998,78.0,7.0015,Not Working Day,Not Holiday
14198,2012-08-19,18,86,291,377,Fall,2012,Aug,Sun,Mist/Cloudy,26.240000000000002,29.544999999999998,78.0,7.0015,Not Working Day,Not Holiday
14199,2012-08-19,19,72,269,341,Fall,2012,Aug,Sun,Mist/Cloudy,26.240000000000002,30.305,73.0,8.9981,Not Working Day,Not Holiday
14200,2012-08-19,20,61,213,274,Fall,2012,Aug,Sun,Mist/Cloudy,26.240000000000002,30.305,73.0,12.998000000000001,Not Working Day,Not Holiday
14201,2012-08-19,21,36,154,190,Fall,2012,Aug,Sun,Light Rain/Snow,25.419999999999998,29.544999999999998,78.0,6.0032,Not Working Day,Not Holiday
14202,2012-08-19,22,6,50,56,Fall,2012,Aug,Sun,Mist/Cloudy,25.419999999999998,29.544999999999998,78.0,11.0014,Not Working Day,Not Holiday
14203,2012-08-19,23,7,39,46,Fall,2012,Aug,Sun,Mist/Cloudy,25.419999999999998,29.544999999999998,73.0,0.0,Not Working Day,Not Holiday
14204,2012-08-20,0,1,25,26,Fall,2012,Aug,Mon,Mist/Cloudy,24.599999999999998,28.03,83.0,7.0015,Working Day,Not Holiday
14205,2012-08-20,1,0,10,10,Fall,2012,Aug,Mon,Clear/Few clouds,24.599999999999998,28.03,83.0,11.0014,Working Day,Not Holiday
14206,2012-08-20,2,0,5,5,Fall,2012,Aug,Mon,Clear/Few clouds,24.599999999999998,28.03,83.0,11.0014,Working Day,Not Holiday
14207,2012-08-20,3,0,3,3,Fall,2012,Aug,Mon,Clear/Few clouds,24.599999999999998,27.275,88.0,7.0015,Working Day,Not Holiday
14208,2012-08-20,4,0,7,7,Fall,2012,Aug,Mon,Mist/Cloudy,24.599999999999998,28.03,83.0,6.0032,Working Day,Not Holiday
14209,2012-08-20,5,2,35,37,Fall,2012,Aug,Mon,Mist/Cloudy,24.599999999999998,28.03,83.0,0.0,Working Day,Not Holiday
14210,2012-08-20,6,6,155,161,Fall,2012,Aug,Mon,Mist/Cloudy,24.599999999999998,28.79,78.0,8.9981,Working Day,Not Holiday
14211,2012-08-20,7,15,427,442,Fall,2012,Aug,Mon,Mist/Cloudy,25.419999999999998,29.544999999999998,78.0,8.9981,Working Day,Not Holiday
14212,2012-08-20,8,37,618,655,Fall,2012,Aug,Mon,Mist/Cloudy,25.419999999999998,29.544999999999998,73.0,7.0015,Working Day,Not Holiday
14213,2012-08-20,9,55,302,357,Fall,2012,Aug,Mon,Mist/Cloudy,26.240000000000002,30.305,69.0,0.0,Working Day,Not Holiday
14214,2012-08-20,10,69,124,193,Fall,2012,Aug,Mon,Mist/Cloudy,26.240000000000002,30.305,69.0,6.0032,Working Day,Not Holiday
14215,2012-08-20,11,90,151,241,Fall,2012,Aug,Mon,Clear/Few clouds,27.060000000000002,31.06,65.0,7.0015,Working Day,Not Holiday
14216,2012-08-20,12,66,216,282,Fall,2012,Aug,Mon,Mist/Cloudy,27.060000000000002,31.06,61.0,7.0015,Working Day,Not Holiday
14217,2012-08-20,13,97,194,291,Fall,2012,Aug,Mon,Clear/Few clouds,28.7,32.574999999999996,57.99999999999999,8.9981,Working Day,Not Holiday
14218,2012-08-20,14,87,188,275,Fall,2012,Aug,Mon,Clear/Few clouds,29.52,33.335,54.0,11.0014,Working Day,Not Holiday
14219,2012-08-20,15,102,207,309,Fall,2012,Aug,Mon,Clear/Few clouds,29.52,33.335,54.0,16.997899999999998,Working Day,Not Holiday
14220,2012-08-20,16,103,357,460,Fall,2012,Aug,Mon,Clear/Few clouds,29.52,33.335,54.0,16.997899999999998,Working Day,Not Holiday
14221,2012-08-20,17,83,810,893,Fall,2012,Aug,Mon,Clear/Few clouds,28.7,32.574999999999996,57.99999999999999,19.0012,Working Day,Not Holiday
14222,2012-08-20,18,89,726,815,Fall,2012,Aug,Mon,Mist/Cloudy,25.419999999999998,29.544999999999998,78.0,16.997899999999998,Working Day,Not Holiday
14223,2012-08-20,19,33,266,299,Fall,2012,Aug,Mon,Mist/Cloudy,25.419999999999998,29.544999999999998,78.0,12.998000000000001,Working Day,Not Holiday
14224,2012-08-20,20,30,231,261,Fall,2012,Aug,Mon,Mist/Cloudy,25.419999999999998,28.79,83.0,19.0012,Working Day,Not Holiday
14225,2012-08-20,21,26,219,245,Fall,2012,Aug,Mon,Clear/Few clouds,24.599999999999998,28.03,83.0,0.0,Working Day,Not Holiday
14226,2012-08-20,22,25,136,161,Fall,2012,Aug,Mon,Mist/Cloudy,24.599999999999998,28.03,83.0,0.0,Working Day,Not Holiday
14227,2012-08-20,23,10,92,102,Fall,2012,Aug,Mon,Mist/Cloudy,24.599999999999998,28.03,83.0,0.0,Working Day,Not Holiday
14228,2012-08-21,0,7,52,59,Fall,2012,Aug,Tue,Mist/Cloudy,24.599999999999998,28.03,83.0,6.0032,Working Day,Not Holiday
14229,2012-08-21,1,11,22,33,Fall,2012,Aug,Tue,Mist/Cloudy,24.599999999999998,28.03,83.0,8.9981,Working Day,Not Holiday
14230,2012-08-21,2,1,7,8,Fall,2012,Aug,Tue,Mist/Cloudy,23.779999999999998,27.275,88.0,19.0012,Working Day,Not Holiday
14231,2012-08-21,3,0,3,3,Fall,2012,Aug,Tue,Clear/Few clouds,22.96,26.515,88.0,0.0,Working Day,Not Holiday
14232,2012-08-21,4,0,4,4,Fall,2012,Aug,Tue,Clear/Few clouds,22.96,26.515,88.0,0.0,Working Day,Not Holiday
14233,2012-08-21,5,4,30,34,Fall,2012,Aug,Tue,Clear/Few clouds,22.96,26.515,83.0,6.0032,Working Day,Not Holiday
14234,2012-08-21,6,5,164,169,Fall,2012,Aug,Tue,Clear/Few clouds,22.96,26.515,83.0,7.0015,Working Day,Not Holiday
14235,2012-08-21,7,19,500,519,Fall,2012,Aug,Tue,Clear/Few clouds,24.599999999999998,28.79,78.0,7.0015,Working Day,Not Holiday
14236,2012-08-21,8,27,696,723,Fall,2012,Aug,Tue,Clear/Few clouds,24.599999999999998,28.79,78.0,8.9981,Working Day,Not Holiday
14237,2012-08-21,9,47,281,328,Fall,2012,Aug,Tue,Clear/Few clouds,26.240000000000002,30.305,69.0,0.0,Working Day,Not Holiday
14238,2012-08-21,10,58,120,178,Fall,2012,Aug,Tue,Clear/Few clouds,27.060000000000002,31.06,61.0,7.0015,Working Day,Not Holiday
14239,2012-08-21,11,61,195,256,Fall,2012,Aug,Tue,Clear/Few clouds,28.7,32.574999999999996,54.0,0.0,Working Day,Not Holiday
14240,2012-08-21,12,79,226,305,Fall,2012,Aug,Tue,Clear/Few clouds,29.52,32.574999999999996,45.0,0.0,Working Day,Not Holiday
14241,2012-08-21,13,76,255,331,Fall,2012,Aug,Tue,Clear/Few clouds,30.34,32.574999999999996,40.0,0.0,Working Day,Not Holiday
14242,2012-08-21,14,110,192,302,Fall,2012,Aug,Tue,Clear/Few clouds,31.16,33.335,37.0,6.0032,Working Day,Not Holiday
14243,2012-08-21,15,76,226,302,Fall,2012,Aug,Tue,Clear/Few clouds,31.16,33.335,37.0,0.0,Working Day,Not Holiday
14244,2012-08-21,16,109,358,467,Fall,2012,Aug,Tue,Clear/Few clouds,31.16,33.335,37.0,0.0,Working Day,Not Holiday
14245,2012-08-21,17,92,786,878,Fall,2012,Aug,Tue,Clear/Few clouds,30.34,33.335,51.0,19.0012,Working Day,Not Holiday
14246,2012-08-21,18,93,532,625,Fall,2012,Aug,Tue,Clear/Few clouds,29.52,33.335,54.0,15.001299999999999,Working Day,Not Holiday
14247,2012-08-21,19,56,420,476,Fall,2012,Aug,Tue,Light Rain/Snow,25.419999999999998,29.544999999999998,73.0,7.0015,Working Day,Not Holiday
14248,2012-08-21,20,62,296,358,Fall,2012,Aug,Tue,Clear/Few clouds,26.240000000000002,30.305,73.0,0.0,Working Day,Not Holiday
14249,2012-08-21,21,41,239,280,Fall,2012,Aug,Tue,Clear/Few clouds,26.240000000000002,30.305,73.0,0.0,Working Day,Not Holiday
14250,2012-08-21,22,24,208,232,Fall,2012,Aug,Tue,Clear/Few clouds,26.240000000000002,29.544999999999998,78.0,0.0,Working Day,Not Holiday
14251,2012-08-21,23,23,113,136,Fall,2012,Aug,Tue,Clear/Few clouds,25.419999999999998,28.79,83.0,0.0,Working Day,Not Holiday
14252,2012-08-22,0,9,46,55,Fall,2012,Aug,Wed,Clear/Few clouds,25.419999999999998,28.79,83.0,7.0015,Working Day,Not Holiday
14253,2012-08-22,1,1,20,21,Fall,2012,Aug,Wed,Clear/Few clouds,25.419999999999998,29.544999999999998,78.0,0.0,Working Day,Not Holiday
14254,2012-08-22,2,7,10,17,Fall,2012,Aug,Wed,Clear/Few clouds,25.419999999999998,29.544999999999998,78.0,0.0,Working Day,Not Holiday
14255,2012-08-22,3,0,7,7,Fall,2012,Aug,Wed,Clear/Few clouds,25.419999999999998,29.544999999999998,78.0,0.0,Working Day,Not Holiday
14256,2012-08-22,4,1,7,8,Fall,2012,Aug,Wed,Clear/Few clouds,23.779999999999998,27.275,83.0,7.0015,Working Day,Not Holiday
14257,2012-08-22,5,2,38,40,Fall,2012,Aug,Wed,Clear/Few clouds,24.599999999999998,28.79,78.0,0.0,Working Day,Not Holiday
14258,2012-08-22,6,12,175,187,Fall,2012,Aug,Wed,Clear/Few clouds,25.419999999999998,29.544999999999998,73.0,0.0,Working Day,Not Holiday
14259,2012-08-22,7,16,537,553,Fall,2012,Aug,Wed,Clear/Few clouds,25.419999999999998,29.544999999999998,78.0,0.0,Working Day,Not Holiday
14260,2012-08-22,8,37,703,740,Fall,2012,Aug,Wed,Clear/Few clouds,26.240000000000002,30.305,73.0,6.0032,Working Day,Not Holiday
14261,2012-08-22,9,41,335,376,Fall,2012,Aug,Wed,Clear/Few clouds,27.880000000000003,31.819999999999997,65.0,0.0,Working Day,Not Holiday
14262,2012-08-22,10,66,159,225,Fall,2012,Aug,Wed,Clear/Few clouds,28.7,32.574999999999996,61.0,6.0032,Working Day,Not Holiday
14263,2012-08-22,11,71,196,267,Fall,2012,Aug,Wed,Clear/Few clouds,29.52,33.335,57.99999999999999,6.0032,Working Day,Not Holiday
14264,2012-08-22,12,59,253,312,Fall,2012,Aug,Wed,Clear/Few clouds,30.34,33.335,51.0,0.0,Working Day,Not Holiday
14265,2012-08-22,13,74,242,316,Fall,2012,Aug,Wed,Clear/Few clouds,31.16,34.089999999999996,48.0,7.0015,Working Day,Not Holiday
