instant,dteday,casual,registered,cnt,season_desc,year,month,weekday_desc,weather_desc,temp_actual,atemp_actual,hum_actual,windspeed_actual,workingday_desc,holiday_desc
537,2012-06-20,872,5339,6211,Summer,2012,Jun,Wed,Clear/Few clouds,32.082499999999996,36.04875,59.2083,7.625404,Working Day,Not Holiday
538,2012-06-21,778,5127,5905,Fall,2012,Jun,Thu,Clear/Few clouds,33.039153,37.6271,56.7917,7.958729,Working Day,Not Holiday
539,2012-06-22,964,4859,5823,Fall,2012,Jun,Fri,Clear/Few clouds,31.877499999999998,36.20605,57.375,12.250414000000001,Working Day,Not Holiday
540,2012-06-23,2657,4801,7458,Fall,2012,Jun,Sat,Clear/Few clouds,29.998347,32.6396,53.4583,12.041307,Not Working Day,Not Holiday
541,2012-06-24,2551,4340,6891,Fall,2012,Jun,Sun,Clear/Few clouds,30.476653000000002,33.7127,47.9167,9.750174999999999,Not Working Day,Not Holiday
542,2012-06-25,1139,5640,6779,Fall,2012,Jun,Mon,Clear/Few clouds,29.349153,32.7021,50.416700000000006,20.125661,Working Day,Not Holiday
543,2012-06-26,1077,6365,7442,Fall,2012,Jun,Tue,Clear/Few clouds,25.864152999999998,29.7352,37.3333,23.292014,Working Day,Not Holiday
544,2012-06-27,1077,6258,7335,Fall,2012,Jun,Wed,Clear/Few clouds,28.5975,32.0396,36.0,18.208925,Working Day,Not Holiday
545,2012-06-28,921,5958,6879,Fall,2012,Jun,Thu,Clear/Few clouds,30.715847,33.7756,42.25,11.50055,Working Day,Not Holiday
546,2012-06-29,829,4634,5463,Fall,2012,Jun,Fri,Clear/Few clouds,34.200847,39.33065,48.875,11.082939000000001,Working Day,Not Holiday
547,2012-06-30,1455,4232,5687,Fall,2012,Jun,Sat,Clear/Few clouds,31.365000000000002,34.3754,60.12499999999999,10.791756999999999,Not Working Day,Not Holiday
548,2012-07-01,1421,4110,5531,Fall,2012,Jul,Sun,Clear/Few clouds,33.449153,37.53145,51.87500000000001,11.291443000000001,Not Working Day,Not Holiday
549,2012-07-02,904,5323,6227,Fall,2012,Jul,Mon,Clear/Few clouds,32.048347,35.1019,44.7083,13.082889,Working Day,Not Holiday
550,2012-07-03,1052,5608,6660,Fall,2012,Jul,Tue,Clear/Few clouds,32.014153,35.1325,49.2083,8.457878999999998,Working Day,Not Holiday
551,2012-07-04,2562,4841,7403,Fall,2012,Jul,Wed,Clear/Few clouds,32.355847,36.61685,53.87499999999999,9.041649999999999,Not Working Day,Holiday
552,2012-07-05,1405,4836,6241,Fall,2012,Jul,Thu,Clear/Few clouds,33.9275,38.06835,45.7917,12.999943,Working Day,Not Holiday
553,2012-07-06,1366,4841,6207,Fall,2012,Jul,Fri,Clear/Few clouds,33.961653,37.62665,45.0833,9.791514,Working Day,Not Holiday
554,2012-07-07,1448,3392,4840,Fall,2012,Jul,Sat,Clear/Few clouds,35.328347,40.24565,49.2083,10.958118,Not Working Day,Not Holiday
555,2012-07-08,1203,3469,4672,Fall,2012,Jul,Sun,Clear/Few clouds,33.722500000000004,39.5198,57.375,8.417143,Not Working Day,Not Holiday
556,2012-07-09,998,5571,6569,Fall,2012,Jul,Mon,Mist/Cloudy,29.144153000000003,32.7027,68.3333,12.125325,Working Day,Not Holiday
557,2012-07-10,954,5336,6290,Fall,2012,Jul,Tue,Mist/Cloudy,29.554153,33.2398,66.75,10.166379000000001,Working Day,Not Holiday
558,2012-07-11,975,6289,7264,Fall,2012,Jul,Wed,Clear/Few clouds,29.383347,32.51355,63.3333,10.166111,Working Day,Not Holiday
559,2012-07-12,1032,6414,7446,Fall,2012,Jul,Thu,Clear/Few clouds,29.349153,32.73415,52.9583,9.833924999999999,Working Day,Not Holiday
560,2012-07-13,1511,5988,7499,Fall,2012,Jul,Fri,Mist/Cloudy,29.998347,33.39665,48.5833,5.41695,Working Day,Not Holiday
561,2012-07-14,2355,4614,6969,Fall,2012,Jul,Sat,Mist/Cloudy,28.836653,33.3021,69.91669999999999,9.626493,Not Working Day,Not Holiday
562,2012-07-15,1920,4111,6031,Fall,2012,Jul,Sun,Clear/Few clouds,30.579152999999998,35.259800000000006,71.7917,11.166689,Not Working Day,Not Holiday
563,2012-07-16,1088,5742,6830,Fall,2012,Jul,Mon,Clear/Few clouds,31.296653000000003,36.206250000000004,64.5,11.000529,Working Day,Not Holiday
564,2012-07-17,921,5865,6786,Fall,2012,Jul,Tue,Clear/Few clouds,33.551653,37.78415,50.583299999999994,7.666743,Working Day,Not Holiday
565,2012-07-18,799,4914,5713,Fall,2012,Jul,Wed,Clear/Few clouds,32.526652999999996,37.27915,57.7083,9.208614,Working Day,Not Holiday
566,2012-07-19,888,5703,6591,Fall,2012,Jul,Thu,Clear/Few clouds,31.57,35.7321,60.0417,11.083743,Working Day,Not Holiday
567,2012-07-20,747,5123,5870,Fall,2012,Jul,Fri,Mist/Cloudy,27.299153,30.65125,84.4167,14.000789000000001,Working Day,Not Holiday
568,2012-07-21,1264,3195,4459,Fall,2012,Jul,Sat,Light Rain/Snow,24.429153,27.495599999999996,86.5417,14.2911,Not Working Day,Not Holiday
569,2012-07-22,2544,4866,7410,Fall,2012,Jul,Sun,Mist/Cloudy,27.3675,31.156250000000004,76.25,6.2926936,Not Working Day,Not Holiday
570,2012-07-23,1135,5831,6966,Fall,2012,Jul,Mon,Clear/Few clouds,30.408347,34.50085,69.41669999999999,9.291761,Working Day,Not Holiday
571,2012-07-24,1140,6452,7592,Fall,2012,Jul,Tue,Clear/Few clouds,30.784153,35.3225,65.5,14.167418,Working Day,Not Holiday
572,2012-07-25,1383,6790,8173,Fall,2012,Jul,Wed,Clear/Few clouds,29.690847,32.7027,45.0,11.0416,Working Day,Not Holiday
573,2012-07-26,1036,5825,6861,Fall,2012,Jul,Thu,Clear/Few clouds,31.843347,36.96315,59.66669999999999,19.082470999999998,Working Day,Not Holiday
574,2012-07-27,1259,5645,6904,Fall,2012,Jul,Fri,Clear/Few clouds,32.048347,36.71085,59.458299999999994,10.250464,Working Day,Not Holiday
575,2012-07-28,2234,4451,6685,Fall,2012,Jul,Sat,Clear/Few clouds,30.989152999999998,34.8802,61.3333,10.542449999999999,Not Working Day,Not Holiday
576,2012-07-29,2153,4444,6597,Fall,2012,Jul,Sun,Clear/Few clouds,29.588347,33.39665,62.375,11.416532,Not Working Day,Not Holiday
577,2012-07-30,1040,6065,7105,Fall,2012,Jul,Mon,Clear/Few clouds,29.964153,34.24935,66.875,10.292339,Working Day,Not Holiday
578,2012-07-31,968,6248,7216,Fall,2012,Jul,Tue,Clear/Few clouds,29.246653,33.144800000000004,70.41669999999999,11.083475,Working Day,Not Holiday
579,2012-08-01,1074,6506,7580,Fall,2012,Aug,Wed,Clear/Few clouds,29.4175,33.3654,67.75,9.458993,Working Day,Not Holiday
580,2012-08-02,983,6278,7261,Fall,2012,Aug,Thu,Clear/Few clouds,30.8525,35.354400000000005,65.95830000000001,8.666718,Working Day,Not Holiday
581,2012-08-03,1328,5847,7175,Fall,2012,Aug,Fri,Mist/Cloudy,31.399153,36.143350000000005,64.25,14.458064,Working Day,Not Holiday
582,2012-08-04,2345,4479,6824,Fall,2012,Aug,Sat,Clear/Few clouds,32.526652999999996,37.56335,61.3333,17.249686,Not Working Day,Not Holiday
583,2012-08-05,1707,3757,5464,Fall,2012,Aug,Sun,Clear/Few clouds,31.535847,36.55395,65.25,19.458206999999998,Not Working Day,Not Holiday
584,2012-08-06,1233,5780,7013,Fall,2012,Aug,Mon,Mist/Cloudy,30.8525,35.5123,65.4167,8.666718,Working Day,Not Holiday
585,2012-08-07,1278,5995,7273,Fall,2012,Aug,Tue,Mist/Cloudy,30.169152999999998,34.88105,70.375,7.8328359999999995,Working Day,Not Holiday
586,2012-08-08,1263,6271,7534,Fall,2012,Aug,Wed,Mist/Cloudy,30.75,35.385850000000005,67.29169999999999,7.4169,Working Day,Not Holiday
587,2012-08-09,1196,6090,7286,Fall,2012,Aug,Thu,Clear/Few clouds,30.989152999999998,34.9754,62.0417,10.458699999999999,Working Day,Not Holiday
588,2012-08-10,1065,4721,5786,Fall,2012,Aug,Fri,Mist/Cloudy,29.349153,33.3971,71.58330000000001,16.000471,Working Day,Not Holiday
589,2012-08-11,2247,4052,6299,Fall,2012,Aug,Sat,Mist/Cloudy,28.392500000000002,31.91335,73.2917,13.834093,Not Working Day,Not Holiday
590,2012-08-12,2182,4362,6544,Fall,2012,Aug,Sun,Clear/Few clouds,28.734153000000003,32.22895,53.041700000000006,8.208304,Not Working Day,Not Holiday
591,2012-08-13,1207,5676,6883,Fall,2012,Aug,Mon,Clear/Few clouds,29.554153,33.112700000000004,54.541700000000006,9.126204,Working Day,Not Holiday
592,2012-08-14,1128,5656,6784,Fall,2012,Aug,Tue,Clear/Few clouds,29.793346999999997,33.838950000000004,68.6667,11.333586,Working Day,Not Holiday
593,2012-08-15,1198,6149,7347,Fall,2012,Aug,Wed,Clear/Few clouds,28.973347,32.70185,61.9583,11.374657000000001,Working Day,Not Holiday
594,2012-08-16,1338,6267,7605,Fall,2012,Aug,Thu,Clear/Few clouds,29.485847,32.7344,51.916700000000006,9.500332,Working Day,Not Holiday
595,2012-08-17,1483,5665,7148,Fall,2012,Aug,Fri,Clear/Few clouds,29.656653,12.120000000000001,57.0833,15.500718,Working Day,Not Holiday
596,2012-08-18,2827,5038,7865,Fall,2012,Aug,Sat,Clear/Few clouds,27.811653,30.903550000000003,60.3333,11.917089,Not Working Day,Not Holiday
597,2012-08-19,1208,3341,4549,Fall,2012,Aug,Sun,Mist/Cloudy,26.069153,30.1777,71.1667,5.79215,Not Working Day,Not Holiday
598,2012-08-20,1026,5504,6530,Fall,2012,Aug,Mon,Mist/Cloudy,26.069153,29.798350000000003,73.4167,8.708593,Working Day,Not Holiday
599,2012-08-21,1081,5925,7006,Fall,2012,Aug,Tue,Clear/Few clouds,26.615847000000002,30.051250000000003,67.375,4.8756436,Working Day,Not Holiday
600,2012-08-22,1094,6281,7375,Fall,2012,Aug,Wed,Clear/Few clouds,27.3675,31.0927,67.7083,4.708981100000001,Working Day,Not Holiday
601,2012-08-23,1363,6402,7765,Fall,2012,Aug,Thu,Clear/Few clouds,28.529153,31.8504,63.5833,5.6679186,Working Day,Not Holiday
602,2012-08-24,1325,6257,7582,Fall,2012,Aug,Fri,Mist/Cloudy,28.802500000000002,32.355000000000004,61.5,4.8337686,Working Day,Not Holiday
603,2012-08-25,1829,4224,6053,Fall,2012,Aug,Sat,Mist/Cloudy,27.128347,30.934800000000003,71.2917,16.375336,Not Working Day,Not Holiday
604,2012-08-26,1483,3772,5255,Fall,2012,Aug,Sun,Mist/Cloudy,26.786653,29.799799999999998,84.5833,15.333486,Not Working Day,Not Holiday
605,2012-08-27,989,5928,6917,Fall,2012,Aug,Mon,Clear/Few clouds,28.836653,32.7344,73.04169999999999,8.625110999999999,Working Day,Not Holiday
606,2012-08-28,935,6105,7040,Fall,2012,Aug,Tue,Clear/Few clouds,29.861653,33.3025,62.0,12.791975,Working Day,Not Holiday
607,2012-08-29,1177,6520,7697,Fall,2012,Aug,Wed,Clear/Few clouds,28.085,31.786649999999998,55.2083,7.541653999999999,Working Day,Not Holiday
608,2012-08-30,1172,6541,7713,Fall,2012,Aug,Thu,Clear/Few clouds,28.973347,32.63895,59.0417,5.1668189,Working Day,Not Holiday
609,2012-08-31,1433,5917,7350,Fall,2012,Aug,Fri,Clear/Few clouds,31.330847000000002,34.47,58.75,11.291711,Working Day,Not Holiday
610,2012-09-01,2352,3788,6140,Fall,2012,Sep,Sat,Mist/Cloudy,30.886653000000003,35.1327,63.8333,7.5835289999999995,Not Working Day,Not Holiday
611,2012-09-02,2613,3197,5810,Fall,2012,Sep,Sun,Mist/Cloudy,28.563347,32.45,81.5,4.2927436,Not Working Day,Not Holiday
612,2012-09-03,1965,4069,6034,Fall,2012,Sep,Mon,Clear/Few clouds,29.0075,33.081450000000004,79.0833,10.125107,Not Working Day,Holiday
613,2012-09-04,867,5997,6864,Fall,2012,Sep,Tue,Clear/Few clouds,29.759152999999998,34.3444,75.5,15.833507,Working Day,Not Holiday
614,2012-09-05,832,6280,7112,Fall,2012,Sep,Wed,Clear/Few clouds,30.203346999999997,35.44915,74.125,12.583136,Working Day,Not Holiday
615,2012-09-06,611,5592,6203,Fall,2012,Sep,Thu,Mist/Cloudy,28.563347,32.766450000000006,81.0417,9.542207,Working Day,Not Holiday
616,2012-09-07,1045,6459,7504,Fall,2012,Sep,Fri,Clear/Few clouds,28.836653,32.8602,73.625,11.500282,Working Day,Not Holiday
617,2012-09-08,1557,4419,5976,Fall,2012,Sep,Sat,Mist/Cloudy,27.025847,30.556050000000003,79.91669999999999,18.833968000000002,Not Working Day,Not Holiday
618,2012-09-09,2570,5657,8227,Fall,2012,Sep,Sun,Clear/Few clouds,25.009999999999998,28.946250000000003,54.75,15.041232,Not Working Day,Not Holiday
619,2012-09-10,1118,6407,7525,Fall,2012,Sep,Mon,Clear/Few clouds,23.916653,28.2827,50.375,17.333771000000002,Working Day,Not Holiday
620,2012-09-11,1070,6697,7767,Fall,2012,Sep,Tue,Clear/Few clouds,23.677500000000002,27.7146,52.0,6.1676314,Working Day,Not Holiday
621,2012-09-12,1050,6820,7870,Fall,2012,Sep,Wed,Clear/Few clouds,24.565847,28.50375,57.7083,8.833682,Working Day,Not Holiday
622,2012-09-13,1054,6750,7804,Fall,2012,Sep,Thu,Clear/Few clouds,25.1125,28.9779,63.708299999999994,5.5422936,Working Day,Not Holiday
623,2012-09-14,1379,6630,8009,Fall,2012,Sep,Fri,Clear/Few clouds,25.966653,29.704150000000002,67.25,6.9588209999999995,Working Day,Not Holiday
624,2012-09-15,3160,5554,8714,Fall,2012,Sep,Sat,Clear/Few clouds,24.941653000000002,29.29335,50.1667,16.583907,Not Working Day,Not Holiday
625,2012-09-16,2166,5167,7333,Fall,2012,Sep,Sun,Clear/Few clouds,23.779999999999998,28.15625,56.99999999999999,6.042281099999999,Not Working Day,Not Holiday
626,2012-09-17,1022,5847,6869,Fall,2012,Sep,Mon,Mist/Cloudy,23.814153,27.652500000000003,73.4583,10.166713999999999,Working Day,Not Holiday
627,2012-09-18,371,3702,4073,Fall,2012,Sep,Tue,Mist/Cloudy,25.556653,28.253349999999998,87.25,23.958329,Working Day,Not Holiday
628,2012-09-19,788,6803,7591,Fall,2012,Sep,Wed,Clear/Few clouds,22.6525,27.0202,53.6667,14.416725,Working Day,Not Holiday
629,2012-09-20,939,6781,7720,Fall,2012,Sep,Thu,Clear/Few clouds,22.413347,26.6096,61.8333,7.917189,Working Day,Not Holiday
630,2012-09-21,1250,6917,8167,Fall,2012,Sep,Fri,Clear/Few clouds,24.565847,28.59855,66.875,10.333343000000001,Working Day,Not Holiday
631,2012-09-22,2512,5883,8395,Fall,2012,Sep,Sat,Clear/Few clouds,26.650000000000002,30.5244,64.6667,19.000061,Not Working Day,Not Holiday
632,2012-09-23,2454,5453,7907,Winter,2012,Sep,Sun,Clear/Few clouds,21.695847,25.946649999999998,46.7083,14.958286000000001,Not Working Day,Not Holiday
633,2012-09-24,1001,6435,7436,Winter,2012,Sep,Mon,Clear/Few clouds,21.080847000000002,25.12565,49.2917,9.541068000000001,Working Day,Not Holiday
634,2012-09-25,845,6693,7538,Winter,2012,Sep,Tue,Clear/Few clouds,22.55,27.208949999999998,56.99999999999999,15.833507,Working Day,Not Holiday
635,2012-09-26,787,6946,7733,Winter,2012,Sep,Wed,Clear/Few clouds,26.035,29.83065,63.083299999999994,16.3748,Working Day,Not Holiday
636,2012-09-27,751,6642,7393,Winter,2012,Sep,Thu,Mist/Cloudy,26.650000000000002,30.398750000000003,69.08330000000001,9.000914,Working Day,Not Holiday
637,2012-09-28,1045,6370,7415,Winter,2012,Sep,Fri,Mist/Cloudy,25.385847000000002,29.29315,69.0,10.999993,Working Day,Not Holiday
638,2012-09-29,2589,5966,8555,Winter,2012,Sep,Sat,Clear/Few clouds,22.2425,26.5148,54.2917,15.249468,Not Working Day,Not Holiday
639,2012-09-30,2015,4874,6889,Winter,2012,Sep,Sun,Clear/Few clouds,21.593347,25.88315,58.3333,9.042186,Not Working Day,Not Holiday
640,2012-10-01,763,6015,6778,Winter,2012,Oct,Mon,Mist/Cloudy,21.354153,25.6,64.9167,6.0838814,Working Day,Not Holiday
641,2012-10-02,315,4324,4639,Winter,2012,Oct,Tue,Light Rain/Snow,24.224153,27.116649999999996,87.16669999999999,6.9998249999999995,Working Day,Not Holiday
642,2012-10-03,728,6844,7572,Winter,2012,Oct,Wed,Mist/Cloudy,26.9575,29.95665,79.375,4.4585686,Working Day,Not Holiday
643,2012-10-04,891,6437,7328,Winter,2012,Oct,Thu,Mist/Cloudy,26.9575,30.398750000000003,72.2917,7.875582,Working Day,Not Holiday
644,2012-10-05,1516,6640,8156,Winter,2012,Oct,Fri,Clear/Few clouds,25.215,29.00935,62.74999999999999,7.12545,Working Day,Not Holiday
645,2012-10-06,3031,4934,7965,Winter,2012,Oct,Sat,Clear/Few clouds,22.720847,26.92605,66.41669999999999,17.957675000000002,Not Working Day,Not Holiday
646,2012-10-07,781,2729,3510,Winter,2012,Oct,Sun,Mist/Cloudy,17.049153,20.99065,70.8333,9.457854000000001,Not Working Day,Not Holiday
647,2012-10-08,874,4604,5478,Winter,2012,Oct,Mon,Mist/Cloudy,15.716652999999999,19.3804,70.9583,12.708492999999999,Not Working Day,Holiday
648,2012-10-09,601,5791,6392,Winter,2012,Oct,Tue,Mist/Cloudy,18.313347,21.9056,76.16669999999999,12.7501,Working Day,Not Holiday
649,2012-10-10,780,6911,7691,Winter,2012,Oct,Wed,Clear/Few clouds,21.080847000000002,25.1571,63.083299999999994,12.584007,Working Day,Not Holiday
650,2012-10-11,834,6736,7570,Winter,2012,Oct,Thu,Clear/Few clouds,17.835,21.55835,46.3333,12.166932000000001,Working Day,Not Holiday
651,2012-10-12,1060,6222,7282,Winter,2012,Oct,Fri,Clear/Few clouds,17.9375,21.65355,53.91669999999999,15.751164,Working Day,Not Holiday
652,2012-10-13,2252,4857,7109,Winter,2012,Oct,Sat,Clear/Few clouds,16.126653,19.5698,49.4583,9.791514,Not Working Day,Not Holiday
653,2012-10-14,2080,4559,6639,Winter,2012,Oct,Sun,Clear/Few clouds,21.388347,25.4102,64.0417,18.667004000000002,Not Working Day,Not Holiday
654,2012-10-15,760,5115,5875,Winter,2012,Oct,Mon,Mist/Cloudy,23.028347,26.9575,70.75,19.834478999999998,Working Day,Not Holiday
655,2012-10-16,922,6612,7534,Winter,2012,Oct,Tue,Clear/Few clouds,19.201653,23.042299999999997,55.833299999999994,12.208807,Working Day,Not Holiday
656,2012-10-17,979,6482,7461,Winter,2012,Oct,Wed,Clear/Few clouds,18.689153,22.5054,69.2917,6.791857,Working Day,Not Holiday
657,2012-10-18,1008,6501,7509,Winter,2012,Oct,Thu,Mist/Cloudy,21.4225,25.63125,72.8333,15.874779,Working Day,Not Holiday
658,2012-10-19,753,4671,5424,Winter,2012,Oct,Fri,Mist/Cloudy,23.096653,26.894800000000004,81.5,9.041917999999999,Working Day,Not Holiday
659,2012-10-20,2806,5284,8090,Winter,2012,Oct,Sat,Clear/Few clouds,19.850847,23.6421,57.2917,7.874979,Not Working Day,Not Holiday
660,2012-10-21,2132,4692,6824,Winter,2012,Oct,Sun,Clear/Few clouds,19.030847,22.82145,51.0,11.125618000000001,Not Working Day,Not Holiday
661,2012-10-22,830,6228,7058,Winter,2012,Oct,Mon,Clear/Few clouds,19.9875,24.1471,56.833299999999994,5.4593811,Working Day,Not Holiday
662,2012-10-23,841,6625,7466,Winter,2012,Oct,Tue,Clear/Few clouds,22.310847,26.5152,64.16669999999999,6.3345686,Working Day,Not Holiday
663,2012-10-24,795,6898,7693,Winter,2012,Oct,Wed,Clear/Few clouds,24.087500000000002,27.93605,63.625,4.8762064,Working Day,Not Holiday
664,2012-10-25,875,6484,7359,Winter,2012,Oct,Thu,Mist/Cloudy,22.55,26.4844,80.0417,8.333125,Working Day,Not Holiday
665,2012-10-26,1182,6262,7444,Winter,2012,Oct,Fri,Mist/Cloudy,22.379153000000002,26.137500000000003,80.7083,8.875289,Working Day,Not Holiday
666,2012-10-27,2643,5209,7852,Winter,2012,Oct,Sat,Mist/Cloudy,21.73,25.756649999999997,72.0,15.791364000000002,Not Working Day,Not Holiday
667,2012-10-28,998,3461,4459,Winter,2012,Oct,Sun,Mist/Cloudy,19.5775,23.38855,69.4583,26.666535999999997,Not Working Day,Not Holiday
668,2012-10-29,2,20,22,Winter,2012,Oct,Mon,Light Rain/Snow,18.04,21.97,88.0,23.9994,Working Day,Not Holiday
669,2012-10-30,87,1009,1096,Winter,2012,Oct,Tue,Mist/Cloudy,13.045462,15.49545,82.5455,14.271603,Working Day,Not Holiday
670,2012-10-31,419,5147,5566,Winter,2012,Oct,Wed,Mist/Cloudy,14.657499999999999,18.055,66.6667,11.166689,Working Day,Not Holiday
671,2012-11-01,466,5520,5986,Winter,2012,Nov,Thu,Mist/Cloudy,14.999153000000002,18.4971,58.166700000000006,10.542182,Working Day,Not Holiday
672,2012-11-02,618,5229,5847,Winter,2012,Nov,Fri,Clear/Few clouds,14.555,17.802100000000003,52.208299999999994,17.833725,Working Day,Not Holiday
673,2012-11-03,1029,4109,5138,Winter,2012,Nov,Sat,Mist/Cloudy,14.076653,16.1923,49.125,18.125443,Not Working Day,Not Holiday
674,2012-11-04,1201,3906,5107,Winter,2012,Nov,Sun,Clear/Few clouds,13.359153,16.4769,53.2917,12.000236,Not Working Day,Not Holiday
675,2012-11-05,378,4881,5259,Winter,2012,Nov,Mon,Clear/Few clouds,13.085847,15.403749999999999,49.416700000000006,15.833775000000001,Working Day,Not Holiday
676,2012-11-06,466,5220,5686,Winter,2012,Nov,Tue,Clear/Few clouds,11.514153,14.07835,56.7083,11.625371,Working Day,Not Holiday
677,2012-11-07,326,4709,5035,Winter,2012,Nov,Wed,Mist/Cloudy,12.129153,13.73105,54.75,20.375236,Working Day,Not Holiday
678,2012-11-08,340,4975,5315,Winter,2012,Nov,Thu,Clear/Few clouds,14.439134,17.09455,33.3478,23.304945,Working Day,Not Holiday
679,2012-11-09,709,5283,5992,Winter,2012,Nov,Fri,Clear/Few clouds,14.828347,17.77065,54.0833,14.375386,Working Day,Not Holiday
680,2012-11-10,2090,4446,6536,Winter,2012,Nov,Sat,Clear/Few clouds,15.955846999999999,19.696849999999998,64.5417,3.8756686,Not Working Day,Not Holiday
681,2012-11-11,2290,4562,6852,Winter,2012,Nov,Sun,Clear/Few clouds,17.254153000000002,21.08565,65.91669999999999,8.5425,Not Working Day,Not Holiday
682,2012-11-12,1097,5172,6269,Winter,2012,Nov,Mon,Clear/Few clouds,19.884999999999998,23.76915,74.16669999999999,11.625639,Not Working Day,Holiday
683,2012-11-13,327,3767,4094,Winter,2012,Nov,Tue,Mist/Cloudy,14.076653,16.16125,66.29169999999999,22.917082,Working Day,Not Holiday
684,2012-11-14,373,5122,5495,Winter,2012,Nov,Wed,Clear/Few clouds,11.855847,14.07815,55.2083,13.374875,Working Day,Not Holiday
685,2012-11-15,320,5125,5445,Winter,2012,Nov,Thu,Mist/Cloudy,13.188346999999998,16.2246,62.0417,10.250129000000001,Working Day,Not Holiday
686,2012-11-16,484,5214,5698,Winter,2012,Nov,Fri,Clear/Few clouds,14.145,17.3602,52.4583,11.458675000000001,Working Day,Not Holiday
687,2012-11-17,1313,4316,5629,Winter,2012,Nov,Sat,Clear/Few clouds,13.325000000000001,16.31915,54.541700000000006,12.041843,Not Working Day,Not Holiday
688,2012-11-18,922,3747,4669,Winter,2012,Nov,Sun,Clear/Few clouds,14.0425,16.8873,69.2917,15.250004,Not Working Day,Not Holiday
689,2012-11-19,449,5050,5499,Winter,2012,Nov,Mon,Mist/Cloudy,15.614152999999998,18.78105,62.3333,15.749489,Working Day,Not Holiday
690,2012-11-20,534,5100,5634,Winter,2012,Nov,Tue,Mist/Cloudy,15.340847000000002,19.03335,68.5,5.542575,Working Day,Not Holiday
691,2012-11-21,615,4531,5146,Winter,2012,Nov,Wed,Clear/Few clouds,14.486653,18.2446,61.375,6.917482000000001,Working Day,Not Holiday
692,2012-11-22,955,1470,2425,Winter,2012,Nov,Thu,Clear/Few clouds,13.940000000000001,17.518549999999998,58.0417,3.5423436,Not Working Day,Holiday
693,2012-11-23,1603,2307,3910,Winter,2012,Nov,Fri,Clear/Few clouds,15.101653,18.93895,56.875,9.917407,Working Day,Not Holiday
694,2012-11-24,532,1745,2277,Winter,2012,Nov,Sat,Clear/Few clouds,11.411653,12.4371,40.4583,25.250357,Not Working Day,Not Holiday
695,2012-11-25,309,2115,2424,Winter,2012,Nov,Sun,Clear/Few clouds,10.079153,12.879150000000001,46.8333,10.083499999999999,Not Working Day,Not Holiday
696,2012-11-26,337,4750,5087,Winter,2012,Nov,Mon,Clear/Few clouds,12.846652999999998,16.950200000000002,53.541700000000006,3.1255499999999996,Working Day,Not Holiday
697,2012-11-27,123,3836,3959,Winter,2012,Nov,Tue,Mist/Cloudy,11.958347,14.0779,78.6667,15.916654,Working Day,Not Holiday
698,2012-11-28,198,5062,5260,Winter,2012,Nov,Wed,Clear/Few clouds,12.163347,14.488100000000001,50.625,14.125007,Working Day,Not Holiday
699,2012-11-29,243,5080,5323,Winter,2012,Nov,Thu,Clear/Few clouds,11.51567,14.921100000000001,55.565200000000004,7.739974,Working Day,Not Holiday
700,2012-11-30,362,5306,5668,Winter,2012,Nov,Fri,Clear/Few clouds,12.231653000000001,16.193350000000002,64.95830000000001,3.9175436,Working Day,Not Holiday
701,2012-12-01,951,4240,5191,Winter,2012,Dec,Sat,Mist/Cloudy,12.231653000000001,15.8452,80.6667,4.0001814,Not Working Day,Not Holiday
702,2012-12-02,892,3757,4649,Winter,2012,Dec,Sun,Mist/Cloudy,14.247499999999999,17.9604,82.3333,8.333393000000001,Not Working Day,Not Holiday
703,2012-12-03,555,5679,6234,Winter,2012,Dec,Mon,Clear/Few clouds,18.552500000000002,22.7898,76.75,5.5422936,Working Day,Not Holiday
704,2012-12-04,551,6055,6606,Winter,2012,Dec,Tue,Clear/Few clouds,19.509153,23.4527,73.375,11.666643,Working Day,Not Holiday
705,2012-12-05,331,5398,5729,Winter,2012,Dec,Wed,Clear/Few clouds,17.971653,21.4006,48.5,21.709407,Working Day,Not Holiday
706,2012-12-06,340,5035,5375,Winter,2012,Dec,Thu,Clear/Few clouds,10.489152999999998,12.9102,50.875,11.708518,Working Day,Not Holiday
707,2012-12-07,349,4659,5008,Winter,2012,Dec,Fri,Mist/Cloudy,13.154152999999999,16.097900000000003,76.4167,8.7502,Working Day,Not Holiday
708,2012-12-08,1153,4429,5582,Winter,2012,Dec,Sat,Mist/Cloudy,15.648347,19.4754,91.125,6.792393,Not Working Day,Not Holiday
709,2012-12-09,441,2787,3228,Winter,2012,Dec,Sun,Mist/Cloudy,15.750846999999998,19.5073,90.5417,10.584325,Not Working Day,Not Holiday
710,2012-12-10,329,4841,5170,Winter,2012,Dec,Mon,Mist/Cloudy,17.869153,21.77875,92.5,12.750636,Working Day,Not Holiday
711,2012-12-11,282,5219,5501,Winter,2012,Dec,Tue,Mist/Cloudy,14.486653,16.91815,59.66669999999999,19.834478999999998,Working Day,Not Holiday
712,2012-12-12,310,5009,5319,Winter,2012,Dec,Wed,Mist/Cloudy,12.1975,14.8669,53.833299999999994,10.916779,Working Day,Not Holiday
713,2012-12-13,425,5107,5532,Winter,2012,Dec,Thu,Clear/Few clouds,12.129153,14.7094,48.5833,11.666643,Working Day,Not Holiday
714,2012-12-14,429,5182,5611,Winter,2012,Dec,Fri,Clear/Few clouds,11.548347,14.7096,64.29169999999999,8.792343,Working Day,Not Holiday
